Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Year
3961,421107,V421107,10000.0,2025-07-21,1,2025
3962,944384,V944384,10000.0,2025-07-21,1,2025
3963,208303,V208303,10000.0,2025-03-28,1,2025
3964,411329,V411329,10000.0,2025-07-28,1,2025
3965,384308,V384308,10000.0,2025-12-14,1,2025
3966,402951,V402951,10000.0,2025-05-14,1,2025
3967,615467,V615467,10000.0,2025-09-28,1,2025
3968,666157,V666157,10000.0,2025-04-21,1,2025
3969,280422,V280422,10000.0,2025-01-20,1,2025
3970,489412,V489412,10000.0,2025-06-14,1,2025
3971,335731,V335731,10000.0,2025-03-14,1,2025
3972,919240,V919240,10000.0,2025-06-28,1,2025
3973,857299,V857299,10000.0,2025-07-14,1,2025
3974,861312,V861312,10000.0,2025-09-21,1,2025
3975,342090,V342090,10000.0,2025-04-28,1,2025
3976,657484,V657484,10000.0,2025-03-14,1,2025
3977,169884,V169884,10000.0,2025-02-20,1,2025
3978,399202,V399202,10000.0,2025-01-27,1,2025
3979,140356,V140356,10000.0,2025-03-28,1,2025
3980,808223,V808223,10000.0,2025-05-07,1,2025
3981,209026,V209026,10000.0,2025-02-20,1,2025
3982,684775,V684775,10000.0,2025-02-06,1,2025
3983,979047,V979047,10000.0,2025-04-28,1,2025
3984,246537,V246537,10000.0,2025-09-07,1,2025
3985,811791,V811791,10000.0,2025-09-07,1,2025
3986,577688,V577688,10000.0,2025-11-21,1,2025
3987,503912,V503912,10000.0,2025-05-07,1,2025
3988,356920,V356920,10000.0,2025-05-14,1,2025
3989,155756,V155756,10000.0,2025-08-07,1,2025
3990,599058,V599058,10000.0,2025-12-21,1,2025
3991,462803,V462803,10000.0,2025-09-21,1,2025
3992,911275,V911275,10000.0,2025-02-27,1,2025
3993,738935,V738935,10000.0,2025-11-14,1,2025
3994,10125,V10125,10000.0,2025-12-14,1,2025
3995,857997,V857997,10000.0,2025-11-21,1,2025
3996,870302,V870302,10000.0,2025-02-27,1,2025
3997,635452,V635452,10000.0,2025-10-28,1,2025
3998,812163,V812163,10000.0,2025-12-14,1,2025
3999,742054,V742054,10000.0,2025-06-07,1,2025
4000,619851,V619851,10000.0,2025-09-07,1,2025
4001,975999,V975999,10000.0,2025-02-27,1,2025
4002,490477,V490477,10000.0,2025-02-13,1,2025
4003,275077,V275077,10000.0,2025-06-07,1,2025
4004,712385,V712385,10000.0,2025-12-28,1,2025
4005,267831,V267831,10000.0,2025-02-06,1,2025
4006,985211,V985211,10000.0,2025-04-14,1,2025
4007,880524,V880524,10000.0,2025-12-07,1,2025
4008,801646,V801646,10000.0,2025-09-21,1,2025
4009,750325,V750325,10000.0,2025-03-21,1,2025
4010,421410,V421410,10000.0,2025-03-07,1,2025
4011,423740,V423740,10000.0,2025-11-28,1,2025
4012,745772,V745772,10000.0,2025-04-28,1,2025
4013,563279,V563279,10000.0,2025-05-28,1,2025
4014,551859,V551859,10000.0,2025-03-21,1,2025
4015,162284,V162284,10000.0,2025-03-14,1,2025
4016,873176,V873176,10000.0,2025-04-14,1,2025
4017,212213,V212213,10000.0,2025-03-28,1,2025
4018,896091,V896091,10000.0,2025-03-07,1,2025
4019,609781,V609781,10000.0,2025-01-13,1,2025
4020,320926,V320926,10000.0,2025-03-07,1,2025
4021,73838,V73838,10000.0,2025-10-07,1,2025
4022,1163,V1163,10000.0,2025-09-14,1,2025
4023,389219,V389219,10000.0,2025-03-21,1,2025
4024,22389,V22389,10000.0,2025-09-14,1,2025
4025,661982,V661982,10000.0,2025-11-14,1,2025
4026,109819,V109819,10000.0,2025-05-07,1,2025
4027,308673,V308673,10000.0,2025-06-28,1,2025
4028,743564,V743564,10000.0,2025-02-13,1,2025
4029,420396,V420396,10000.0,2025-05-14,1,2025
4030,385003,V385003,10000.0,2025-03-14,1,2025
4031,916744,V916744,10000.0,2025-03-21,1,2025
4032,504674,V504674,10000.0,2025-07-07,1,2025
4033,618331,V618331,10000.0,2025-10-28,1,2025
4034,867278,V867278,10000.0,2025-07-07,1,2025
4035,378294,V378294,10000.0,2025-05-07,1,2025
4036,865647,V865647,10000.0,2025-10-07,1,2025
4037,821683,V821683,10000.0,2025-09-28,1,2025
4038,313814,V313814,10000.0,2025-10-21,1,2025
4039,365107,V365107,10000.0,2025-10-07,1,2025
4040,176130,V176130,10000.0,2025-05-28,1,2025
4041,511858,V511858,10000.0,2025-03-07,1,2025
4042,922553,V922553,10000.0,2025-09-28,1,2025
4043,675890,V675890,10000.0,2025-05-28,1,2025
4044,380537,V380537,10000.0,2025-04-14,1,2025
4045,123190,V123190,10000.0,2025-11-14,1,2025
4046,766527,V766527,10000.0,2025-10-28,1,2025
4047,221376,V221376,10000.0,2025-08-21,1,2025
4048,807892,V807892,10000.0,2025-02-27,1,2025
4049,831296,V831296,10000.0,2025-06-28,1,2025
4050,527876,V527876,10000.0,2025-11-28,1,2025
4051,889955,V889955,10000.0,2025-11-28,1,2025
4052,929508,V929508,10000.0,2025-01-20,1,2025
4053,198522,V198522,10000.0,2025-03-21,1,2025
4054,877138,V877138,10000.0,2025-11-21,1,2025
4055,54876,V54876,10000.0,2025-04-14,1,2025
4056,713826,V713826,10000.0,2025-01-27,1,2025
4057,994787,V994787,10000.0,2025-12-21,1,2025
4058,863576,V863576,10000.0,2025-01-20,1,2025
4059,64632,V64632,10000.0,2025-02-27,1,2025
4060,969001,V969001,10000.0,2025-06-28,1,2025
4061,551341,V551341,10000.0,2025-05-28,1,2025
4062,431623,V431623,10000.0,2025-07-07,1,2025
4063,672831,V672831,10000.0,2025-08-14,1,2025
4064,213435,V213435,10000.0,2025-11-28,1,2025
4065,524644,V524644,10000.0,2025-12-14,1,2025
4066,984994,V984994,10000.0,2025-05-21,1,2025
4067,22226,V22226,10000.0,2025-12-14,1,2025
4068,405074,V405074,10000.0,2025-04-07,1,2025
4069,885342,V885342,10000.0,2025-01-20,1,2025
4070,558686,V558686,10000.0,2025-12-21,1,2025
4071,321448,V321448,10000.0,2025-07-07,1,2025
4072,107240,V107240,10000.0,2025-03-14,1,2025
4073,246029,V246029,10000.0,2025-04-28,1,2025
4074,924118,V924118,10000.0,2025-01-13,1,2025
4075,854348,V854348,10000.0,2025-09-28,1,2025
4076,742304,V742304,10000.0,2025-08-21,1,2025
4077,16947,V16947,10000.0,2025-09-07,1,2025
4078,625707,V625707,10000.0,2025-05-07,1,2025
4079,613776,V613776,10000.0,2025-12-21,1,2025
4080,830311,V830311,10000.0,2025-09-28,1,2025
4081,4303,V4303,10000.0,2025-03-14,1,2025
4082,758977,V758977,10000.0,2025-10-28,1,2025
4083,399271,V399271,10000.0,2025-06-21,1,2025
4084,524217,V524217,10000.0,2025-01-06,1,2025
4085,731545,V731545,10000.0,2025-08-14,1,2025
4086,322668,V322668,10000.0,2025-01-27,1,2025
4087,162185,V162185,10000.0,2025-03-21,1,2025
4088,201298,V201298,10000.0,2025-10-28,1,2025
4089,365516,V365516,10000.0,2025-11-07,1,2025
4090,439042,V439042,10000.0,2025-01-20,1,2025
4091,250703,V250703,10000.0,2025-02-13,1,2025
4092,942472,V942472,10000.0,2025-04-14,1,2025
4093,945239,V945239,10000.0,2025-01-20,1,2025
4094,73676,V73676,10000.0,2025-12-14,1,2025
4095,900062,V900062,10000.0,2025-07-14,1,2025
4096,172328,V172328,10000.0,2025-06-14,1,2025
4097,410159,V410159,10000.0,2025-09-14,1,2025
4098,596404,V596404,10000.0,2025-09-07,1,2025
4099,627017,V627017,10000.0,2025-04-21,1,2025
4100,636119,V636119,10000.0,2025-10-28,1,2025
4101,416553,V416553,10000.0,2025-11-07,1,2025
4102,735919,V735919,10000.0,2025-07-21,1,2025
4103,449731,V449731,10000.0,2025-05-07,1,2025
4104,70485,V70485,10000.0,2025-02-06,1,2025
4105,365745,V365745,10000.0,2025-08-14,1,2025
4106,682542,V682542,10000.0,2025-04-07,1,2025
4107,78482,V78482,10000.0,2025-01-27,1,2025
4108,760329,V760329,10000.0,2025-03-14,1,2025
4109,354044,V354044,10000.0,2025-06-28,1,2025
4110,242208,V242208,10000.0,2025-08-21,1,2025
4111,267704,V267704,10000.0,2025-08-07,1,2025
4112,144373,V144373,10000.0,2025-06-14,1,2025
4113,610959,V610959,10000.0,2025-03-07,1,2025
4114,526977,V526977,10000.0,2025-05-28,1,2025
4115,10630,V10630,10000.0,2025-11-21,1,2025
4116,524705,V524705,10000.0,2025-03-14,1,2025
4117,117064,V117064,10000.0,2025-10-14,1,2025
4118,458189,V458189,10000.0,2025-07-07,1,2025
4119,631264,V631264,10000.0,2025-02-27,1,2025
4120,570916,V570916,10000.0,2025-09-14,1,2025
4121,343387,V343387,10000.0,2025-12-07,1,2025
4122,779006,V779006,10000.0,2025-11-07,1,2025
4123,203952,V203952,10000.0,2025-01-06,1,2025
4124,691091,V691091,10000.0,2025-10-07,1,2025
4125,101034,V101034,10000.0,2025-05-07,1,2025
4126,820827,V820827,10000.0,2025-10-21,1,2025
4127,75579,V75579,10000.0,2025-06-21,1,2025
4128,774238,V774238,10000.0,2025-07-07,1,2025
4129,105688,V105688,10000.0,2025-10-28,1,2025
4130,241097,V241097,10000.0,2025-07-07,1,2025
4131,739546,V739546,10000.0,2025-09-21,1,2025
4132,874519,V874519,10000.0,2025-08-21,1,2025
4133,851373,V851373,10000.0,2025-04-07,1,2025
4134,133910,V133910,10000.0,2025-09-14,1,2025
4135,453426,V453426,10000.0,2025-05-14,1,2025
4136,21508,V21508,10000.0,2025-08-07,1,2025
4137,828711,V828711,10000.0,2025-11-28,1,2025
4138,473328,V473328,10000.0,2025-02-20,1,2025
4139,724698,V724698,10000.0,2025-11-21,1,2025
4140,494583,V494583,10000.0,2025-12-21,1,2025
4141,962176,V962176,10000.0,2025-12-07,1,2025
4142,914017,V914017,10000.0,2025-08-28,1,2025
4143,669427,V669427,10000.0,2025-07-14,1,2025
4144,510505,V510505,10000.0,2025-02-27,1,2025
4145,437919,V437919,10000.0,2025-06-21,1,2025
4146,165415,V165415,10000.0,2025-11-28,1,2025
4147,77113,V77113,10000.0,2025-05-07,1,2025
4148,905722,V905722,10000.0,2025-11-28,1,2025
4149,31329,V31329,10000.0,2025-03-07,1,2025
4150,863870,V863870,10000.0,2025-10-21,1,2025
4151,946823,V946823,10000.0,2025-12-07,1,2025
4152,827580,V827580,10000.0,2025-01-20,1,2025
4153,164567,V164567,10000.0,2025-02-06,1,2025
4154,150271,V150271,10000.0,2025-11-14,1,2025
4155,775550,V775550,10000.0,2025-09-21,1,2025
4156,90201,V90201,10000.0,2025-01-27,1,2025
4157,448313,V448313,10000.0,2025-10-21,1,2025
4158,679100,V679100,10000.0,2025-07-21,1,2025
4159,997779,V997779,10000.0,2025-05-07,1,2025
4160,512104,V512104,10000.0,2025-12-21,1,2025
4161,866405,V866405,10000.0,2025-12-07,1,2025
4162,549025,V549025,10000.0,2025-12-28,1,2025
4163,668305,V668305,10000.0,2025-10-28,1,2025
4164,591500,V591500,10000.0,2025-09-21,1,2025
4165,397336,V397336,10000.0,2025-06-14,1,2025
4166,355184,V355184,10000.0,2025-10-07,1,2025
4167,641363,V641363,10000.0,2025-08-21,1,2025
4168,139893,V139893,10000.0,2025-04-21,1,2025
4169,355305,V355305,10000.0,2025-11-07,1,2025
4170,833808,V833808,10000.0,2025-05-28,1,2025
4171,581212,V581212,10000.0,2025-12-21,1,2025
4172,491232,V491232,10000.0,2025-06-14,1,2025
4173,632936,V632936,10000.0,2025-01-06,1,2025
4174,597654,V597654,10000.0,2025-01-13,1,2025
4175,179859,V179859,10000.0,2025-06-14,1,2025
4176,627673,V627673,10000.0,2025-01-06,1,2025
4177,781505,V781505,10000.0,2025-03-28,1,2025
4178,663717,V663717,10000.0,2025-01-20,1,2025
4179,778194,V778194,10000.0,2025-12-14,1,2025
4180,49175,V49175,10000.0,2025-01-27,1,2025
4181,949218,V949218,10000.0,2025-11-14,1,2025
4182,105289,V105289,10000.0,2025-09-14,1,2025
4183,333817,V333817,10000.0,2025-10-28,1,2025
4184,358524,V358524,10000.0,2025-06-21,1,2025
4185,709610,V709610,10000.0,2025-06-07,1,2025
4186,429616,V429616,10000.0,2025-02-13,1,2025
4187,311266,V311266,10000.0,2025-12-07,1,2025
4188,477948,V477948,10000.0,2025-08-21,1,2025
4189,860977,V860977,10000.0,2025-01-20,1,2025
4190,313719,V313719,10000.0,2025-04-21,1,2025
4191,494308,V494308,10000.0,2025-11-28,1,2025
4192,171279,V171279,10000.0,2025-02-20,1,2025
4193,341,V341,10000.0,2025-04-21,1,2025
4194,37000,V37000,10000.0,2025-05-28,1,2025
4195,39959,V39959,10000.0,2025-04-07,1,2025
4196,549239,V549239,10000.0,2025-08-21,1,2025
4197,437373,V437373,10000.0,2025-05-28,1,2025
4198,978307,V978307,10000.0,2025-09-28,1,2025
4199,588143,V588143,10000.0,2025-09-14,1,2025
4200,65875,V65875,10000.0,2025-10-14,1,2025
4201,49886,V49886,10000.0,2025-07-07,1,2025
4202,244144,V244144,10000.0,2025-05-14,1,2025
4203,626677,V626677,10000.0,2025-10-07,1,2025
4204,328105,V328105,10000.0,2025-07-28,1,2025
4205,964180,V964180,10000.0,2025-02-20,1,2025
4206,782690,V782690,10000.0,2025-04-14,1,2025
4207,434466,V434466,10000.0,2025-08-14,1,2025
4208,891359,V891359,10000.0,2025-06-14,1,2025
4209,890794,V890794,10000.0,2025-08-14,1,2025
4210,39786,V39786,10000.0,2025-07-21,1,2025
4211,944284,V944284,10000.0,2025-09-21,1,2025
4212,229005,V229005,10000.0,2025-01-20,1,2025
4213,487453,V487453,10000.0,2025-11-21,1,2025
4214,581873,V581873,10000.0,2025-05-14,1,2025
4215,480390,V480390,10000.0,2025-11-14,1,2025
4216,746092,V746092,10000.0,2025-08-07,1,2025
4217,949552,V949552,10000.0,2025-08-07,1,2025
4218,712986,V712986,10000.0,2025-09-28,1,2025
4219,275679,V275679,10000.0,2025-08-14,1,2025
4220,686872,V686872,10000.0,2025-01-06,1,2025
4221,564860,V564860,10000.0,2025-01-20,1,2025
4222,117222,V117222,10000.0,2025-04-21,1,2025
4223,18408,V18408,10000.0,2025-07-28,1,2025
4224,467449,V467449,10000.0,2025-07-07,1,2025
4225,222263,V222263,10000.0,2025-09-14,1,2025
4226,620429,V620429,10000.0,2025-08-21,1,2025
4227,262875,V262875,10000.0,2025-10-21,1,2025
4228,469972,V469972,10000.0,2025-09-07,1,2025
4229,505479,V505479,10000.0,2025-05-21,1,2025
4230,439071,V439071,10000.0,2025-05-21,1,2025
4231,926717,V926717,10000.0,2025-03-21,1,2025
4232,889606,V889606,10000.0,2025-09-28,1,2025
4233,870213,V870213,10000.0,2025-08-14,1,2025
4234,220576,V220576,10000.0,2025-06-28,1,2025
4235,43998,V43998,10000.0,2025-03-14,1,2025
4236,985914,V985914,10000.0,2025-06-07,1,2025
4237,324096,V324096,10000.0,2025-01-20,1,2025
4238,544611,V544611,10000.0,2025-09-21,1,2025
4239,399951,V399951,10000.0,2025-07-07,1,2025
4240,538452,V538452,10000.0,2025-07-07,1,2025
4241,818109,V818109,10000.0,2025-07-07,1,2025
4242,591409,V591409,10000.0,2025-11-21,1,2025
4243,196044,V196044,10000.0,2025-05-14,1,2025
4244,146211,V146211,10000.0,2025-06-07,1,2025
4245,293933,V293933,10000.0,2025-04-14,1,2025
4246,12305,V12305,10000.0,2025-01-13,1,2025
4247,131489,V131489,10000.0,2025-03-07,1,2025
4248,216974,V216974,10000.0,2025-09-14,1,2025
4249,109850,V109850,10000.0,2025-02-13,1,2025
4250,457480,V457480,10000.0,2025-02-20,1,2025
4251,859779,V859779,10000.0,2025-05-07,1,2025
4252,232001,V232001,10000.0,2025-05-21,1,2025
4253,181862,V181862,10000.0,2025-03-21,1,2025
4254,336077,V336077,10000.0,2025-07-21,1,2025
4255,588640,V588640,10000.0,2025-12-21,1,2025
4256,738651,V738651,10000.0,2025-11-28,1,2025
4257,743340,V743340,10000.0,2025-01-06,1,2025
4258,378016,V378016,10000.0,2025-09-14,1,2025
4259,59119,V59119,10000.0,2025-12-21,1,2025
4260,811536,V811536,10000.0,2025-05-07,1,2025
4261,457689,V457689,10000.0,2025-05-14,1,2025
4262,70549,V70549,10000.0,2025-10-07,1,2025
4263,193986,V193986,10000.0,2025-08-14,1,2025
4264,760433,V760433,10000.0,2025-09-21,1,2025
4265,583233,V583233,10000.0,2025-12-14,1,2025
4266,229515,V229515,10000.0,2025-11-21,1,2025
4267,614157,V614157,10000.0,2025-02-20,1,2025
4268,2878,V2878,10000.0,2025-05-07,1,2025
4269,525593,V525593,10000.0,2025-06-07,1,2025
4270,694169,V694169,10000.0,2025-03-07,1,2025
4271,581024,V581024,10000.0,2025-11-28,1,2025
4272,842762,V842762,10000.0,2025-08-28,1,2025
4273,590652,V590652,10000.0,2025-09-21,1,2025
4274,519822,V519822,10000.0,2025-11-21,1,2025
4275,486661,V486661,10000.0,2025-02-27,1,2025
4276,328006,V328006,10000.0,2025-10-07,1,2025
4277,564337,V564337,10000.0,2025-06-14,1,2025
4278,363772,V363772,10000.0,2025-04-07,1,2025
4279,192189,V192189,10000.0,2025-09-21,1,2025
4280,792039,V792039,10000.0,2025-03-28,1,2025
4281,545637,V545637,10000.0,2025-10-07,1,2025
4282,685140,V685140,10000.0,2025-11-28,1,2025
4283,654630,V654630,10000.0,2025-12-21,1,2025
4284,317410,V317410,10000.0,2025-01-20,1,2025
4285,24806,V24806,10000.0,2025-06-14,1,2025
4286,9464,V9464,10000.0,2025-09-14,1,2025
4287,206195,V206195,10000.0,2025-09-21,1,2025
4288,766014,V766014,10000.0,2025-03-21,1,2025
4289,975391,V975391,10000.0,2025-01-13,1,2025
4290,757371,V757371,10000.0,2025-05-14,1,2025
4291,818296,V818296,10000.0,2025-04-28,1,2025
4292,787477,V787477,10000.0,2025-07-28,1,2025
4293,386624,V386624,10000.0,2025-05-14,1,2025
4294,988799,V988799,10000.0,2025-10-14,1,2025
4295,546740,V546740,10000.0,2025-06-21,1,2025
4296,276866,V276866,10000.0,2025-12-21,1,2025
4297,798062,V798062,10000.0,2025-08-21,1,2025
4298,580527,V580527,10000.0,2025-10-28,1,2025
4299,883855,V883855,10000.0,2025-10-28,1,2025
4300,785491,V785491,10000.0,2025-04-28,1,2025
4301,476325,V476325,10000.0,2025-08-21,1,2025
4302,728583,V728583,10000.0,2025-10-28,1,2025
4303,649263,V649263,10000.0,2025-10-21,1,2025
4304,228070,V228070,10000.0,2025-09-21,1,2025
4305,176616,V176616,10000.0,2025-12-28,1,2025
4306,696054,V696054,10000.0,2025-08-14,1,2025
4307,379752,V379752,10000.0,2025-03-28,1,2025
4308,588948,V588948,10000.0,2025-10-07,1,2025
4309,404115,V404115,10000.0,2025-12-07,1,2025
4310,285480,V285480,10000.0,2025-01-13,1,2025
4311,951809,V951809,10000.0,2025-03-21,1,2025
4312,694686,V694686,10000.0,2025-08-21,1,2025
4313,486814,V486814,10000.0,2025-03-21,1,2025
4314,945288,V945288,10000.0,2025-07-21,1,2025
4315,794004,V794004,10000.0,2025-01-13,1,2025
4316,570428,V570428,10000.0,2025-07-14,1,2025
4317,751473,V751473,10000.0,2025-08-14,1,2025
4318,320520,V320520,10000.0,2025-05-14,1,2025
4319,207183,V207183,10000.0,2025-03-28,1,2025
4320,908100,V908100,10000.0,2025-11-14,1,2025
4321,501630,V501630,10000.0,2025-11-21,1,2025
4322,123761,V123761,10000.0,2025-05-14,1,2025
4323,505952,V505952,10000.0,2025-01-20,1,2025
4324,992895,V992895,10000.0,2025-04-28,1,2025
4325,33464,V33464,10000.0,2025-09-07,1,2025
4326,172455,V172455,10000.0,2025-10-28,1,2025
4327,296379,V296379,10000.0,2025-12-07,1,2025
4328,54762,V54762,10000.0,2025-11-28,1,2025
4329,106775,V106775,10000.0,2025-01-27,1,2025
4330,281315,V281315,10000.0,2025-11-14,1,2025
4331,55450,V55450,10000.0,2025-05-28,1,2025
4332,401477,V401477,10000.0,2025-02-13,1,2025
4333,938434,V938434,10000.0,2025-06-07,1,2025
4334,510702,V510702,10000.0,2025-12-21,1,2025
4335,852816,V852816,10000.0,2025-07-21,1,2025
4336,597090,V597090,10000.0,2025-03-14,1,2025
4337,823916,V823916,10000.0,2025-05-07,1,2025
4338,128139,V128139,10000.0,2025-12-07,1,2025
4339,290676,V290676,10000.0,2025-02-27,1,2025
4340,573860,V573860,10000.0,2025-12-28,1,2025
4341,485618,V485618,10000.0,2025-11-07,1,2025
4342,17294,V17294,10000.0,2025-04-28,1,2025
4343,547232,V547232,10000.0,2025-02-13,1,2025
4344,723145,V723145,10000.0,2025-08-14,1,2025
4345,97355,V97355,10000.0,2025-10-14,1,2025
4346,258721,V258721,10000.0,2025-10-14,1,2025
4347,769055,V769055,10000.0,2025-04-28,1,2025
4348,511589,V511589,10000.0,2025-03-14,1,2025
4349,64073,V64073,10000.0,2025-09-14,1,2025
4350,670844,V670844,10000.0,2025-11-14,1,2025
4351,835476,V835476,10000.0,2025-07-28,1,2025
4352,405688,V405688,10000.0,2025-03-14,1,2025
4353,698145,V698145,10000.0,2025-03-21,1,2025
4354,372883,V372883,10000.0,2025-05-28,1,2025
4355,238365,V238365,10000.0,2025-01-27,1,2025
4356,412227,V412227,10000.0,2025-11-07,1,2025
4357,181682,V181682,10000.0,2025-12-14,1,2025
4358,797743,V797743,10000.0,2025-01-27,1,2025
4359,174459,V174459,10000.0,2025-04-14,1,2025
4360,501622,V501622,10000.0,2025-12-28,1,2025
4361,800596,V800596,10000.0,2025-11-21,1,2025
4362,613024,V613024,10000.0,2025-03-07,1,2025
4363,626255,V626255,10000.0,2025-07-28,1,2025
4364,125099,V125099,10000.0,2025-01-20,1,2025
4365,925458,V925458,10000.0,2025-09-28,1,2025
4366,253229,V253229,10000.0,2025-07-14,1,2025
4367,470281,V470281,10000.0,2025-11-28,1,2025
4368,754164,V754164,10000.0,2025-11-21,1,2025
4369,166737,V166737,10000.0,2025-08-14,1,2025
4370,811529,V811529,10000.0,2025-09-14,1,2025
4371,758337,V758337,10000.0,2025-01-20,1,2025
4372,29689,V29689,10000.0,2025-01-20,1,2025
4373,199353,V199353,10000.0,2025-12-21,1,2025
4374,7023,V7023,10000.0,2025-08-07,1,2025
4375,663775,V663775,10000.0,2025-09-07,1,2025
4376,735861,V735861,10000.0,2025-06-07,1,2025
4377,493812,V493812,10000.0,2025-11-14,1,2025
4378,220210,V220210,10000.0,2025-03-21,1,2025
4379,335951,V335951,10000.0,2025-03-21,1,2025
4380,106020,V106020,10000.0,2025-12-14,1,2025
4381,957654,V957654,10000.0,2025-06-07,1,2025
4382,218625,V218625,10000.0,2025-02-27,1,2025
4383,978942,V978942,10000.0,2025-08-07,1,2025
4384,906814,V906814,10000.0,2025-09-21,1,2025
4385,748280,V748280,10000.0,2025-11-21,1,2025
4386,966377,V966377,10000.0,2025-02-20,1,2025
4387,688928,V688928,10000.0,2025-05-28,1,2025
4388,319436,V319436,10000.0,2025-01-20,1,2025
4389,98524,V98524,10000.0,2025-07-21,1,2025
4390,104274,V104274,10000.0,2025-03-21,1,2025
4391,491254,V491254,10000.0,2025-12-14,1,2025
4392,341357,V341357,10000.0,2025-07-28,1,2025
4393,169850,V169850,10000.0,2025-12-21,1,2025
4394,574623,V574623,10000.0,2025-06-21,1,2025
4395,114029,V114029,10000.0,2025-09-28,1,2025
4396,948204,V948204,10000.0,2025-03-21,1,2025
4397,746755,V746755,10000.0,2025-03-28,1,2025
4398,838259,V838259,10000.0,2025-12-28,1,2025
4399,325751,V325751,10000.0,2025-09-14,1,2025
4400,854393,V854393,10000.0,2025-07-21,1,2025
4401,145332,V145332,10000.0,2025-12-14,1,2025
4402,328591,V328591,10000.0,2025-02-06,1,2025
4403,690620,V690620,10000.0,2025-01-27,1,2025
4404,533152,V533152,10000.0,2025-06-14,1,2025
4405,356310,V356310,10000.0,2025-02-13,1,2025
4406,318391,V318391,10000.0,2025-08-14,1,2025
4407,535055,V535055,10000.0,2025-06-21,1,2025
4408,914929,V914929,10000.0,2025-12-14,1,2025
4409,301372,V301372,10000.0,2025-08-07,1,2025
4410,76479,V76479,10000.0,2025-06-14,1,2025
4411,121825,V121825,10000.0,2025-01-06,1,2025
4412,645736,V645736,10000.0,2025-05-07,1,2025
4413,216804,V216804,10000.0,2025-07-28,1,2025
4414,851273,V851273,10000.0,2025-04-28,1,2025
4415,415824,V415824,10000.0,2025-05-21,1,2025
4416,920639,V920639,10000.0,2025-04-07,1,2025
4417,215905,V215905,10000.0,2025-10-21,1,2025
4418,526262,V526262,10000.0,2025-12-21,1,2025
4419,736286,V736286,10000.0,2025-03-07,1,2025
4420,859679,V859679,10000.0,2025-12-07,1,2025
4421,964867,V964867,10000.0,2025-08-21,1,2025
4422,829968,V829968,10000.0,2025-01-13,1,2025
4423,95742,V95742,10000.0,2025-03-28,1,2025
4424,755091,V755091,10000.0,2025-01-13,1,2025
4425,490850,V490850,10000.0,2025-02-13,1,2025
4426,214783,V214783,10000.0,2025-02-20,1,2025
4427,540638,V540638,10000.0,2025-09-07,1,2025
4428,985234,V985234,10000.0,2025-10-21,1,2025
4429,89765,V89765,10000.0,2025-05-28,1,2025
4430,675601,V675601,10000.0,2025-03-14,1,2025
4431,52820,V52820,10000.0,2025-12-07,1,2025
4432,678884,V678884,10000.0,2025-07-14,1,2025
4433,924928,V924928,10000.0,2025-10-07,1,2025
4434,973354,V973354,10000.0,2025-06-21,1,2025
4435,949019,V949019,10000.0,2025-12-28,1,2025
4436,455848,V455848,10000.0,2025-11-21,1,2025
4437,356180,V356180,10000.0,2025-04-07,1,2025
4438,680291,V680291,10000.0,2025-02-20,1,2025
4439,62255,V62255,10000.0,2025-04-07,1,2025
4440,43604,V43604,10000.0,2025-05-28,1,2025
4441,472715,V472715,10000.0,2025-12-28,1,2025
4442,212363,V212363,10000.0,2025-06-14,1,2025
4443,967873,V967873,10000.0,2025-11-21,1,2025
4444,108003,V108003,10000.0,2025-12-07,1,2025
4445,754013,V754013,10000.0,2025-08-28,1,2025
4446,126060,V126060,10000.0,2025-06-14,1,2025
4447,587274,V587274,10000.0,2025-04-28,1,2025
4448,209350,V209350,10000.0,2025-11-21,1,2025
4449,902339,V902339,10000.0,2025-01-13,1,2025
4450,330588,V330588,10000.0,2025-01-06,1,2025
4451,573659,V573659,10000.0,2025-08-14,1,2025
4452,564189,V564189,10000.0,2025-03-14,1,2025
4453,713249,V713249,10000.0,2025-09-21,1,2025
4454,582966,V582966,10000.0,2025-01-27,1,2025
4455,375728,V375728,10000.0,2025-01-27,1,2025
4456,872328,V872328,10000.0,2025-01-13,1,2025
4457,319465,V319465,10000.0,2025-05-14,1,2025
4458,211972,V211972,10000.0,2025-09-07,1,2025
4459,62901,V62901,10000.0,2025-10-28,1,2025
4460,491763,V491763,10000.0,2025-07-21,1,2025
4461,293118,V293118,10000.0,2025-11-07,1,2025
4462,612758,V612758,10000.0,2025-01-13,1,2025
4463,360530,V360530,10000.0,2025-06-28,1,2025
4464,799451,V799451,10000.0,2025-12-28,1,2025
4465,739762,V739762,10000.0,2025-03-28,1,2025
4466,323434,V323434,10000.0,2025-03-07,1,2025
4467,959507,V959507,10000.0,2025-07-14,1,2025
4468,797575,V797575,10000.0,2025-11-21,1,2025
4469,14958,V14958,10000.0,2025-03-28,1,2025
4470,291914,V291914,10000.0,2025-12-21,1,2025
4471,868224,V868224,10000.0,2025-01-06,1,2025
4472,162953,V162953,10000.0,2025-06-07,1,2025
4473,2052,V2052,10000.0,2025-10-28,1,2025
4474,278094,V278094,10000.0,2025-08-21,1,2025
4475,166946,V166946,10000.0,2025-05-21,1,2025
4476,52432,V52432,10000.0,2025-09-21,1,2025
